ID,Genero,Años,Estado_civil,Trabajo,Sector,Telefono,Anos_usando_internet_banking,Anos_usando_banca_movil,Banca_movil_userfriendly,Frecuencia_internet_banking_mes,Frecuencia_banca_movil_mes,Frecuencia_pagamentos_tarjeta_mes,Frecuencia_tarjeta_virtual_mes,Frecuencia_saldo_cuenta_mes
118,M,35,Soltero,,Sector privado,Iphone 6S+,10,3,Si,,0,1,,31
4,M,30,Casado,adquisitivo,Sector privado,Iphone,15,6,Si,0,0,0,0,0
188,M,35,Soltero,Profesor,Sector privado,Samsung Note 3,5,7,No,,31,1,0,1
51,M,30,Soltero,Profesor,Desempleados,LeNovo A7010,5,,No,30,7,1,0,35
141,M,24,Casado,AlumNo,Sector privado,Iphone 6,5,3,Si,31,31,15,15,0
165,F,30,Soltero,,Sector privado,Samsung Note 3,10,3,Si,1,0,15,0,7
228,M,35,Soltero,,Desempleados,Samsung,10,6,Si,31,31,1,15,0
130,F,30,Soltero,,Sector privado,Iphone,0,6,No,0,4,0,0,1
191,M,30,Casado,Ingeniero de informacion,Sector privado,Iphone 6+,10,6,Si,1,,1,15,15
108,F,,Casado,Ingeniero,Institucion publica,Iphone 6,10,6,No,30,31,1,15,31
83,M,50,Soltero,Ingeniero,Sector privado,Iphone,5,4,Si,31,50,0,15,4
167,F,35,Casado,Ingenieria en computacion,Institucion publica,Iphone 7,10,4,No,7,0,31,0,31
248,M,35,Casado,Servidor publico,Institucion publica,Iphone  5S,5,3,Si,1,4,0,0,1
223,M,30,Casado,Servidor publico,Institucion publica,Iphone 6,5,,Si,1,7,0,0,15
169,M,40,Casado,Ingeniero de informacion,Institucion publica,,5,0,Si,0,7,1,0,0
38,F,35,Casado,Servidor publico,Institucion publica,Samsung,10,6,No,31,4,31,0,31
13,F,40,Soltero,Ingeniero,Institucion publica,Iphone ,10,4,Si,7,,1,0,7
219,M,45,Soltero,Profesor,Institucion publica,Asus ZenFone,15,0,No,31,7,31,0,1
22,M,30,Soltero,Profesor,Sector privado,Samsung S6 EDGE,5,6,No,31,4,1,0,15
142,F,24,Soltero,Desempleados,Sector privado,,5,7,No,0,1,1,0,31
197,F,24,Casado,Ingenieria en computacion,Institucion publica,,5,3,No,7,,0,15,0
87,,30,Soltero,Desempleados,Desempleados,Samsung S7,10,7,No,7,50,1,0,0
8,F,50,Soltero,Ingenieria en computacion,Sector privado,Samsung Note 2,5,0,Si,0,4,1,15,7
214,M,35,Casado,Profesor,Sector privado,Samsung  A6,5,6,Si,0,31,0,0,0
157,M,30,Soltero,,Selfemployed ,,5,3,Si,0,31,1,,0
193,F,30,Casado,,Institucion publica,Iphone ,,3,No,30,,1,0,1
8,M,30,Soltero,Servidor publico,Sector privado,Iphone ,5,3,No,0,50,31,,0
147,M,24,Soltero,Servidor publico,Sector privado,ASUS,5,3,No,31,50,15,31,31
139,M,30,Casado,Ingeniero de informacion,Institucion publica,Iphone  5S,0,6,No,7,0,0,0,1
140,M,30,Casado,Ingeniero de informacion,Sector privado,Iphone ,5,7,Si,30,50,0,0,0
238,M,30,Soltero,Ingeniero de software,Sector privado,Samsung,5,0,No,7,1,1,1,31
32,F,40,Casado,,Institucion publica,Iphone,5,0,No,,4,1,0,7
150,M,45,Soltero,Desempleados,Desempleados,Samsung,5,5,No,31,7,1,0,31
231,F,30,Casado,AlumNo,Sector privado,Samsung S6,0,0,No,4,,1,0,30
129,F,35,Casado,Profesor,Institucion publica,SONY,10,0,Si,31,31,0,0,1
120,F,24,Soltero,Ingeniero biomedico,Institucion publica,LG V10,10,0,No,7,7,1,0,15
231,M,30,Soltero,entrenador,Sector privado,Iphone 5S,15,6,Si,30,7,0,0,0
156,M,50,Soltero,Ingeniero,Sector privado,,5,3,No,31,50,1,0,35
18,F,35,Casado,Servidor publico,Institucion publica,Smartphone,10,3,Si,7,50,1,0,0
159,M,40,Soltero,Matematico,Sector privado,Samsung,0,4,Si,7,4,15,1,15
212,F,35,Casado,Ingenieria en computacion,Sector privado,Samsung Note 4,5,0,No,31,30,1,0,31
148,F,40,Casado,Servidor publico,Sector privado,Samsung s3,15,6,Si,31,,0,0,0
247,M,35,Soltero,,Institucion publica,Iphone 6,10,3,Si,50,4,1,0,31
60,F,35,Soltero,Servidor publico,Sector privado,Iphone 6S,0,3,Si,31,50,0,0,7
50,F,24,Casado,business intelligence developer,Institucion publica,Iphone ,5,6,Si,1,0,1,0,
215,F,30,Soltero,Ingenieria en computacion,Institucion publica,Iphone ,5,6,No,30,7,1,0,0
235,F,35,Soltero,Profesor,Sector privado,VODEFONE SMART 6,5,0,Si,1,0,0,0,30
109,F,24,Soltero,ArtesaNo,Sector privado,Iphone ,5,3,No,31,1,1,1,4
145,F,45,Casado,Servidor publico,Institucion publica,Huawei 6205,5,3,No,0,50,1,15,0
18,M,35,Soltero,Ingeniero de informacion,Sector privado,LG,0,4,Si,0,50,1,0,
65,F,40,Casado,Servidor publico,Institucion publica,,5,,Si,50,31,1,0,1
6,M,24,Casado,,Sector privado,Iphone ,,7,No,1,1,,1,7
227,F,,Casado,,Institucion publica,Samsung j,5,,Si,1,7,1,0,31
144,M,30,Casado,Psicologo,Institucion publica,Sony,10,6,No,0,7,15,15,7
18,M,30,Casado,,Institucion publica,,5,4,No,,4,15,0,0
181,M,30,Soltero,Ingeniero,Sector privado,Iphone ,10,6,No,30,0,1,0,31
247,M,50,Casado,Desempleados,Selfemployed ,,5,6,Si,1,7,1,0,31
81,M,45,Soltero,AlumNo,Sector privado,Iphone,10,0,Si,1,0,0,15,30
213,M,30,Casado,AlumNo,Institucion publica,Galaxy S4,10,3,No,0,7,1,0,0
61,M,30,Casado,Desempleados,Sector privado,Samsung  S3,5,0,Si,7,,1,0,15
23,M,30,Soltero,Ingeniero,Institucion publica,Samsung,5,3,Si,1,,1,0,0
183,F,30,Soltero,Ingeniero biomedico,Sector privado,Samsung,15,4,Si,31,7,1,0,0
116,F,45,Soltero,Profesor,Sector privado,,5,5,Si,31,1,1,0,31
10,M,40,Casado,Ingenieria en computacion,Institucion publica,General mobile,10,3,Si,31,7,1,0,7
130,M,50,Casado,,Desempleados,SAMSUNG A5,15,3,No,,4,1,0,31
125,M,40,Casado,Ingenieria en computacion,Sector privado,Iphone ,10,6,No,4,7,1,0,7
95,M,50,Soltero,Profesor,Sector privado,Iphone,5,3,Si,31,30,1,0,4
73,F,45,,Profesor,Institucion publica,Asus,5,3,Si,30,0,0,15,0
1,F,40,Soltero,Profesor,Institucion publica,Iphone ,5,0,Si,31,30,1,15,0
10,,45,Soltero,Ingeniero,Sector privado,General mobile,10,4,No,31,7,1,1,35
19,F,40,Casado,Ingeniero de informacion,Sector privado,Sony,5,3,Si,31,7,31,0,31
94,M,45,Casado,Profesor,Institucion publica,LG,5,3,Si,,50,1,15,15
197,M,24,Soltero,,Sector privado,Iphone ,5,3,Si,1,1,1,15,15
174,,40,Soltero,AlumNo,Desempleados,Iphone ,5,6,Si,1,4,1,0,4
8,F,50,Soltero,Desempleados,Institucion publica,Iphone 5S,5,0,No,0,7,0,1,35
227,F,30,Soltero,Analista de informacion,Sector privado,Samsung,0,3,No,7,50,0,0,1
99,F,50,Soltero,,Sector privado,,5,6,No,,30,0,0,30
156,F,45,Casado,AlumNo,Sector privado,SAMSUNG A5,10,3,No,7,50,1,0,31
134,M,35,Casado,Trabajador,Institucion publica,Iphone 7,5,7,Si,1,50,31,0,0
31,F,30,Casado,Guia turistica,Sector privado,Xperia,0,3,No,50,7,0,0,0
76,,50,Soltero,Profesor,Institucion publica,HTC,10,,No,7,,31,0,15
109,M,50,Soltero,Desempleados,Institucion publica,Iphone,0,4,Si,7,7,1,31,7
7,F,45,Soltero,Profesor,Sector privado,Samsung S3,10,3,No,4,4,0,0,0
228,F,30,Casado,Ingeniero de software,Sector privado,Samsung,10,0,Si,0,30,0,0,7
59,M,45,Casado,entrenador,Institucion publica,SONY Z2,5,4,No,1,31,0,1,30
178,M,30,Casado,Servidor publico,Institucion publica,Iphone 7,5,3,Si,31,7,31,15,7
159,F,50,Casado,AlumNo,Sector privado,Smartphone,5,,Si,,50,0,15,15
224,M,30,Soltero,ArtesaNo,Sector privado,Samsung,5,3,Si,1,31,1,0,31
249,,30,Soltero,Profesor,Desempleados,Xiaomi mi 5,5,0,No,50,1,0,0,0
42,F,40,Soltero,Servidor publico,Institucion publica,Iphone ,10,4,Si,,31,15,0,0
194,M,40,Soltero,Desempleados,Sector privado,LG G3,5,0,No,7,7,1,0,0
8,M,40,Soltero,,Sector privado,,5,3,Si,1,7,1,15,4
68,F,30,Soltero,Profesor,Sector privado,Iphone,5,0,Si,1,31,15,0,0
67,M,30,Casado,Gerente,Institucion publica,Iphone 5,0,6,Si,7,,31,15,15
139,F,30,Soltero,Ingenieria en computacion,Institucion publica,Iphone 6,5,6,Si,1,7,1,0,7
143,,30,Casado,Ingeniero,Institucion publica,,5,3,No,31,,1,0,31
43,M,35,Casado,,Institucion publica,Asus,0,4,Si,1,,0,15,15
185,F,24,,Ingeniero,,Samsung S3,10,6,No,1,31,1,0,31
214,F,45,Casado,Ingeniero de informacion,Institucion publica,Smartphone,5,3,Si,31,4,0,0,30
173,M,35,Casado,,Institucion publica,Samsung,15,4,No,50,0,0,0,1
215,F,45,Soltero,Servidor publico,Institucion publica,Iphone 5S,5,4,Si,50,31,1,0,15
85,M,45,Soltero,,Desempleados,General mobile,10,0,No,,50,15,0,7
204,,24,Casado,Analista de informacion,Desempleados,LeNovo S1 Lite,10,3,No,0,7,1,0,0
106,M,45,Soltero,Profesor,Institucion publica,Samsung Note 3,5,7,Si,50,50,0,0,0
137,M,35,Casado,Profesor,Institucion publica,Iphone 5,5,6,No,31,0,0,15,1
146,M,30,,Desempleados,Sector privado,Samsung S6 EDGE,10,3,Si,30,4,31,0,1
215,M,45,Casado,,Sector privado,Nokia,15,4,No,31,,1,0,15
36,,35,Soltero,Retirado,Institucion publica,Samsung,5,3,Si,7,31,0,0,0
174,M,24,Casado,Ingenieria en computacion,Sector privado,Iphone 5S,5,3,Si,31,50,0,0,0
202,M,30,Casado,Ingenieria en computacion,Sector privado,Iphone 5S,10,3,Si,4,50,1,0,0
144,F,24,Soltero,Ingeniero,Sector privado,Iphone 5,0,3,No,31,30,1,1,0
127,M,30,Casado,AlumNo,Desempleados,Iphone ,10,3,No,,7,15,0,31
32,M,30,,Profesor,Sector privado,LG G3,15,3,No,50,30,1,0,0
220,M,40,Soltero,Retirado,Institucion publica,Iphone 5S,5,3,Si,0,31,1,0,1
5,M,40,Casado,AlumNo,Selfemployed ,Smartphone,15,6,Si,7,7,31,0,15
247,F,35,Soltero,Servidor publico,Institucion publica,Samsung S6,5,3,Si,7,1,0,0,31
74,F,50,Soltero,Ingeniero de informacion,Sector privado,Iphone 5S,0,5,Si,30,1,15,15,0
188,F,24,Soltero,,Institucion publica,Iphone ,5,3,Si,31,0,31,1,31
105,F,30,Soltero,Ingeniero de informacion,Sector privado,Genaral Mobile,5,6,Si,4,30,1,15,15
201,F,35,Soltero,business intelligence developer,Sector privado,Samsung Note 2,10,6,Si,0,7,1,0,0
170,,35,Soltero,adquisitivo,Sector privado,Samsung,5,,No,0,7,1,0,0
107,M,45,Casado,Guia turistica,Sector privado,Samsung,5,3,Si,7,7,0,15,31
18,F,30,Soltero,,Sector privado,Samsung,10,,Si,50,0,15,0,0
116,F,30,Casado,Profesor,Institucion publica,Samsung j5,10,6,No,31,7,1,15,4
79,M,30,Casado,Profesor,,Iphone 6,5,6,Si,1,31,1,0,1
238,F,50,Casado,adquisitivo,Institucion publica,Samsung Note 3,5,6,Si,7,7,0,0,31
239,M,30,Casado,Enfermera,Desempleados,Nokia E5,5,3,No,7,50,1,0,0
219,F,45,Casado,Ingeniero electronico,Sector privado,Samsung A5,15,3,Si,,31,1,0,7
213,M,35,Soltero,Ingenieria en computacion,Selfemployed ,Iphone 5S,5,3,Si,7,31,31,0,1
209,M,30,Soltero,Ingenieria en computacion,Institucion publica,Sony,5,3,Si,0,50,1,0,4
222,M,35,Soltero,Profesor,Institucion publica,Samsung S7+,5,3,Si,31,1,0,0,0
241,M,24,Casado,Ingeniero,Desempleados,,5,3,Si,31,4,15,0,
83,F,24,Soltero,,Sector privado,Iphone,0,3,Si,1,50,1,15,0
202,M,35,Casado,AlumNo,Sector privado,Samsung Note 3,10,3,No,7,31,0,0,30
16,M,30,Casado,ArtesaNo,Institucion publica,Iphone S5,5,5,No,4,1,1,0,1
108,M,30,Casado,,Institucion publica,Samsung A5,5,7,Si,7,31,31,0,7
165,M,24,Soltero,Retirado,Desempleados,,15,0,No,7,50,1,0,30
114,F,30,Soltero,Ingeniero electrico,Sector privado,Casper,5,,Si,7,1,0,0,0
142,M,30,Soltero,,Sector privado,Samsung j,5,6,No,7,1,1,0,0
242,M,40,Casado,Interprete,Institucion publica,Iphone,10,3,No,0,0,1,15,31
48,M,30,Soltero,AlumNo,Sector privado,Samsung,0,3,Si,31,31,1,15,4
184,M,30,,Ingeniero de software,Sector privado,Samsung s3,10,0,No,7,50,1,0,7
24,F,30,Soltero,Ingeniero electronico,Institucion publica,Iphone 5S,5,3,Si,30,7,0,0,7
79,M,,Casado,Medico,Sector privado,Samsung Note 3,5,4,No,7,50,15,0,15
215,M,35,Casado,Trabajador,Sector privado,Iphone,5,3,Si,1,,1,0,0
164,M,35,Casado,AlumNo,Sector privado,Iphone,0,4,Si,0,0,31,0,0
239,M,40,Soltero,entrenador,Institucion publica,LeNovo S1 Lite,0,0,Si,7,,1,0,35
111,M,30,Casado,Ingeniero,Institucion publica,Iphone 6,5,,Si,7,,1,0,31
79,M,40,Casado,Ingeniero electronico,Institucion publica,Samsung,10,3,Si,7,1,1,0,15
227,F,24,Casado,Profesor,Sector privado,Iphone ,5,4,Si,7,30,0,0,15
49,M,35,Soltero,Desempleados,Sector privado,,10,3,Si,0,4,0,0,1
160,M,30,Casado,Profesor,Institucion publica,Iphone ,5,3,Si,4,31,1,0,4
147,F,35,Casado,Ingeniero de maquinaria,Institucion publica,Iphone 5S,10,3,No,1,50,1,0,31
249,F,30,Casado,Ingeniero biomedico,Sector privado,Iphone,5,0,Si,1,0,0,0,4
45,M,50,,Ingeniero,Sector privado,Samsung  A6,5,3,Si,4,1,0,15,1
118,M,35,Soltero,Desempleados,Sector privado,LG,5,0,Si,31,7,0,0,30
58,M,35,Soltero,Servidor publico,Sector privado,LG G2,15,3,No,31,50,0,0,31
64,M,30,Soltero,Servidor publico,Selfemployed ,Samsung,5,6,No,4,1,31,0,0
229,M,35,Soltero,Servidor publico,Sector privado,Iphone ,10,4,Si,30,1,15,15,0
87,F,30,Casado,Ingeniero,Sector privado,LG V10,5,3,Si,4,31,0,0,35
2,F,30,Soltero,,Sector privado,LG G3,0,7,Si,1,0,1,0,1
100,,35,Casado,Ingeniero,Institucion publica,Asus,0,3,Si,31,7,15,0,7
44,F,30,Soltero,,Desempleados,Samsung A5,5,3,No,,,1,0,15
145,F,30,Soltero,Profesor,Sector privado,,5,0,No,7,0,15,0,15
119,M,30,Soltero,Director,Institucion publica,Smartphone,0,,Si,30,1,1,1,7
172,F,30,Casado,Ingenieria en computacion,Sector privado,LG,5,3,No,30,,4,0,31
2,F,40,Casado,Profesor,Sector privado,Samsung  S3,5,3,Si,31,,0,0,15
64,M,40,Soltero,Desempleados,Institucion publica,Iphone 5,10,3,No,,31,1,0,1
130,F,,Casado,Enfermera,Sector privado,Samsung S6 EDGE,5,3,Si,50,7,31,0,0
110,F,35,Soltero,Servidor publico,Sector privado,Iphone 5,10,0,No,0,1,1,0,31
49,M,30,Soltero,,Desempleados,ASUS,5,6,Si,4,30,31,0,15
62,M,35,Casado,Servidor publico,Sector privado,Iphone 5S,5,3,No,4,50,1,0,0
1,M,30,Soltero,adquisitivo,Sector privado,Smartphone,5,4,No,0,31,0,0,4
80,F,30,Casado,,Institucion publica,Asus,5,,Si,50,0,1,0,30
79,F,24,Casado,,Sector privado,SONY XPER?A 75,5,3,Si,31,31,1,0,0
31,M,24,Casado,Ingenieria en computacion,Sector privado,Smartphone,10,6,No,31,1,0,15,7
58,M,24,Soltero,AlumNo,Sector privado,LG V10,5,,Si,30,50,0,0,31
10,F,35,Casado,Servidor publico,Sector privado,Iphone 5,5,4,No,7,7,0,0,15
10,M,24,Casado,Retirado,Institucion publica,,,0,Si,31,,0,0,1
71,M,50,Casado,Servidor publico,Institucion publica,Casper,5,,Si,7,4,1,0,0
6,M,24,Casado,Servidor publico,Sector privado,Nokia,10,3,Si,,30,1,0,4
36,F,50,Casado,Analista de informacion,Institucion publica,Iphone,10,6,No,0,7,1,1,0
101,F,40,Soltero,,Sector privado,ASUS,10,6,Si,4,7,1,0,7
3,M,35,Soltero,AlumNo,Institucion publica,,5,3,Si,7,1,31,0,15
224,F,24,Casado,,Sector privado,Samsung S3,10,7,Si,0,,31,0,1
19,M,50,Casado,Ingeniero electronico,,Samsung  S3,5,6,No,31,30,1,0,4
196,M,35,Soltero,Ingeniero,Sector privado,Iphone ,5,6,No,31,0,1,0,0
226,M,45,Casado,Ingeniero de software,Sector privado,Iphone ,5,0,Si,1,4,1,0,0
235,M,35,Casado,AlumNo,Sector privado,L G,5,,Si,0,50,0,1,31
118,F,30,Soltero,Desempleados,Institucion publica,Samsung  S3,5,0,Si,,4,31,0,31
113,M,50,Soltero,Servidor publico,Sector privado,LG,5,5,Si,31,1,1,0,15
16,,24,Casado,AlumNo,Institucion publica,Samsung,5,3,Si,7,0,15,1,31
106,M,45,Casado,Servidor publico,Selfemployed ,Samsung S7,,3,No,0,1,1,1,0
83,F,30,Casado,Ingeniero,Institucion publica,Samsung,5,3,Si,50,,,0,0
61,M,35,Casado,,Sector privado,Iphone ,5,0,Si,,0,1,0,15
199,F,50,Casado,Ingenieria en computacion,Sector privado,Iphone  5S,10,3,Si,7,1,15,0,15
159,M,45,Soltero,Profesor,Desempleados,Smartphone,0,3,No,7,1,0,0,0
129,M,24,Casado,Ingenieria en computacion,Institucion publica,Iphone 5,5,3,Si,31,4,0,1,
170,M,40,Soltero,Desempleados,Sector privado,Samsung Note 5,10,3,Si,1,31,1,15,15
128,M,35,Soltero,entrenador,Sector privado,,5,3,No,0,50,0,0,15
124,F,30,Casado,Analista de informacion,Desempleados,LG,10,3,Si,7,31,31,0,4
129,F,35,Casado,Ingeniero de software,Sector privado,LeNovo A7010,10,7,No,1,1,1,0,0
208,M,40,Casado,ArtesaNo,Institucion publica,Iphone ,15,3,No,,1,1,15,0
29,M,30,Casado,Servidor publico,Sector privado,Nokia E5,10,3,Si,31,7,15,0,31
229,M,30,Soltero,,Sector privado,Samsung,5,7,No,7,50,0,0,
140,M,30,Casado,Enfermera,Institucion publica,General mobile,10,0,No,31,50,15,0,35
168,F,24,Soltero,AlumNo,Sector privado,,5,6,No,31,31,1,0,0
87,M,30,Casado,,Desempleados,SONY XPER?A 75,5,3,Si,31,1,1,0,0
25,M,35,Casado,AlumNo,Sector privado,Samsung,10,3,Si,0,7,1,15,4
23,M,30,Casado,,Institucion publica,Iphone ,5,3,No,31,0,0,15,31
204,F,30,Soltero,Desempleados,Sector privado,Iphone 5S,10,6,Si,1,7,15,0,7
71,M,50,Casado,Profesor,Sector privado,Iphone 6s,,6,Si,,4,0,0,7
49,F,24,Casado,Ingeniero de informacion,Sector privado,Iphone 6,5,3,Si,1,31,15,0,7
77,M,35,Casado,AlumNo,Institucion publica,Samsung S7,5,3,No,,7,0,0,15
240,M,30,Casado,Desempleados,Desempleados,Iphone ,10,6,Si,1,0,1,0,31
196,F,30,Casado,AlumNo,Institucion publica,Samsung,5,7,No,,1,31,0,15
106,F,50,Casado,Desempleados,Institucion publica,Iphone 6S,5,7,Si,7,7,15,0,0
48,F,30,,Ingeniero de maquinaria,Institucion publica,Samsung A5,0,3,No,0,31,1,0,30
177,F,30,Casado,Ingenieria en computacion,Institucion publica,Samsung,5,3,Si,31,31,0,1,0
26,M,30,Soltero,AlumNo,Institucion publica,Android,5,3,Si,1,0,1,15,31
59,M,50,Casado,Ingenieria en computacion,Sector privado,Iphone ,5,3,Si,0,0,0,0,0
132,F,30,Soltero,Ingeniero de informacion,Institucion publica,Iphone ,15,6,Si,1,0,30,0,0
230,M,50,Soltero,Ingenieria en computacion,Institucion publica,Samsung,0,0,No,0,1,0,15,0
71,F,50,,Desempleados,Sector privado,Samsung,5,3,Si,1,7,1,0,31
191,F,30,Soltero,Servidor publico,Selfemployed ,Iphone,5,3,Si,31,7,1,15,7
56,,30,Soltero,,Sector privado,Iphone 7,0,3,No,30,7,1,0,1
93,F,45,,Medico,Desempleados,LG,10,3,Si,50,7,0,15,0
99,F,50,Casado,Ingeniero,Institucion publica,Iphone 6,5,0,No,31,50,31,0,31
9,F,30,Soltero,Analista de informacion,Institucion publica,Iphone 6S+,5,7,Si,,1,0,15,1
118,F,35,Casado,adquisitivo,Sector privado,Iphone,5,6,Si,50,7,1,0,7
172,M,40,Casado,Ingeniero,Desempleados,ASUS,5,0,Si,1,0,0,,0
105,F,30,Casado,Ingeniero,Sector privado,Samsung,5,3,Si,31,30,31,0,0
68,F,45,Casado,Quimico,Sector privado,Galaxy S4,5,3,Si,7,0,31,0,7
222,M,40,Casado,Ingenieria en computacion,Sector privado,Iphone 5,,0,Si,,0,1,15,0
46,,24,Casado,Servidor publico,Institucion publica,Iphone 6,5,3,No,31,0,1,0,0
171,M,35,Casado,Ingeniero biomedico,Institucion publica,Samsung,5,3,Si,31,7,31,0,15
56,M,24,Casado,Ingeniero,Sector privado,LG G3,5,3,Si,31,30,7,0,0
104,M,30,Casado,AlumNo,Institucion publica,Samsung,5,3,Si,1,50,0,0,1
144,M,30,Soltero,Ingeniero,Sector privado,Iphone 5S,5,0,Si,1,4,,0,0
56,,35,Casado,Desempleados,Institucion publica,Samsung,5,5,No,1,4,0,0,31
59,F,35,Casado,Profesor,Sector privado,Samsung,0,3,Si,0,31,1,0,31
81,M,35,Casado,Servidor publico,Sector privado,Smartphone,0,3,Si,,0,1,30,1
240,M,24,Soltero,Ingeniero,Sector privado,HTC DES?RE,5,3,Si,31,,0,0,30
216,M,24,Casado,Profesor,Sector privado,Samsung S7+,5,7,Si,31,1,1,0,1
150,M,50,Soltero,Desempleados,Sector privado,Iphone ,5,4,Si,7,31,1,1,15
95,F,30,Soltero,Ingeniero,Selfemployed ,Iphone 6,0,3,No,7,1,1,0,1
170,,50,Soltero,Profesor,Institucion publica,Galaxy S4,6,3,No,7,0,0,0,7
193,F,24,Soltero,Ingeniero,Desempleados,Samsung,5,6,No,0,7,0,0,31
207,F,30,Casado,Ingenieria en computacion,Institucion publica,,5,7,Si,30,0,1,0,31
68,,30,Casado,,Institucion publica,Samsung S6 EDGE,5,7,Si,1,31,0,0,31
114,F,40,Soltero,Servidor publico,Institucion publica,Iphone 5S,10,5,Si,31,50,0,0,0
232,M,,Soltero,Servidor publico,Sector privado,LG V10,10,3,No,7,30,,0,0
60,M,50,Casado,Desempleados,Institucion publica,Smartphone,,3,No,7,7,0,0,1
107,M,35,Casado,,Institucion publica,Samsung,5,6,Si,31,50,1,0,
150,M,30,Soltero,Profesor,Institucion publica,Android,5,7,No,31,31,1,0,4
236,M,35,Soltero,Ingeniero,Institucion publica,Smartphone,0,3,Si,30,7,31,0,7
150,F,30,Casado,Profesor,Sector privado,Iphone ,10,3,No,,,1,15,7
76,M,30,Casado,Servidor publico,Institucion publica,Smartphone,,,No,1,,0,0,0
32,M,35,Soltero,Servidor publico,Sector privado,Iphone 7,0,4,No,4,1,1,0,15
46,M,35,Casado,Cajero,Institucion publica,LG,5,3,Si,1,0,1,,7
122,F,30,Soltero,Ingenieria en computacion,Sector privado,,10,6,No,31,0,31,0,31
116,F,30,Soltero,adquisitivo,Institucion publica,Samsung,5,3,No,30,31,31,0,
87,F,30,Soltero,Ingeniero de informacion,Sector privado,Iphone 6+,10,3,Si,31,7,1,15,35
83,M,24,Casado,Ingeniero de software,Sector privado,Samsung,5,6,No,1,50,0,1,
40,F,35,Soltero,Retirado,Sector privado,Samsung S7+,5,0,Si,31,,31,15,31
162,M,40,Soltero,Ingeniero,Sector privado,Smartphone,10,0,Si,50,50,31,15,0
10,M,24,Casado,Profesor,Institucion publica,LG G3,10,3,No,,31,0,0,0
70,M,24,Soltero,,Sector privado,Iphone,5,0,Si,0,50,1,0,4
92,M,24,Casado,Servidor publico,Sector privado,Samsung Note 4,0,6,Si,31,0,30,0,0
40,F,50,Casado,entrenador,Sector privado,Iphone 5,0,6,Si,31,7,1,15,1
102,M,35,Soltero,adquisitivo,Institucion publica,,10,3,No,50,50,1,0,0
108,M,30,,AlumNo,Sector privado,Iphone 5,5,6,No,0,0,15,0,1
6,M,30,Soltero,Desempleados,Sector privado,Iphone,5,3,Si,1,50,0,15,0
120,M,40,Casado,adquisitivo,Institucion publica,HTC M8,5,4,Si,31,31,1,0,35
156,F,24,Soltero,Servidor publico,Sector privado,Samsung s3,10,3,Si,31,30,0,0,4
13,F,30,Casado,Servidor publico,Institucion publica,Samsung S7,10,3,No,7,50,0,0,15
15,F,24,Soltero,Profesor,Sector privado,Iphone,5,3,No,1,0,1,0,15
149,M,40,Casado,,Institucion publica,SONY Z2,10,3,Si,50,31,31,0,7
191,M,30,Soltero,Servidor publico,Sector privado,,5,6,No,50,0,1,0,31
23,M,35,Casado,AlumNo,Desempleados,HTC M8,0,4,Si,7,0,1,0,15
2,M,50,Soltero,Profesor,Institucion publica,Iphone 6,10,0,No,30,1,1,0,0
14,F,40,Soltero,,Institucion publica,Iphone ,0,3,Si,31,31,1,1,1
61,F,30,Soltero,adquisitivo,Institucion publica,Iphone 6,,,Si,1,7,1,15,0
109,M,35,Casado,Ingenieria en computacion,Institucion publica,Iphone 5,10,3,No,1,0,15,0,35
161,M,30,Casado,Servidor publico,Sector privado,Asus,10,0,Si,50,50,15,0,0
215,M,30,Soltero,Ingeniero,Institucion publica,HTC M8,15,3,Si,4,7,1,0,1
158,M,30,Soltero,ArtesaNo,Institucion publica,Samsung s3,5,3,Si,0,,1,,7
9,M,35,Soltero,Ingeniero de informacion,Institucion publica,Samsung,10,3,Si,,1,1,15,0
58,F,30,Casado,Servidor publico,Sector privado,Iphone ,5,0,Si,31,0,1,1,4
19,M,30,Casado,AlumNo,Selfemployed ,Samsung Note 4,5,3,Si,50,50,1,0,31
210,M,24,Soltero,Ingeniero,Sector privado,ASUS,10,,Si,7,7,31,0,15
146,F,24,Soltero,Profesor,Sector privado,Iphone ,0,0,No,1,1,1,0,0
159,M,30,Soltero,Ingeniero,Sector privado,Samsung Note 4,10,3,Si,1,31,1,15,0
99,M,30,Soltero,Ingeniero de informacion,Institucion publica,LG V10,5,,No,0,0,15,15,30
187,F,40,Casado,Retirado,Selfemployed ,Smartphone,0,3,No,7,1,31,0,7
231,F,45,Casado,Servidor publico,Sector privado,Iphone,15,3,Si,0,1,0,0,7
227,M,24,Soltero,Profesor,Sector privado,Samsung Note 4,0,0,Si,7,7,1,0,1
129,F,35,Casado,adquisitivo,Institucion publica,Iphone,5,4,No,7,,0,0,0
191,M,30,Casado,,Sector privado,Casper,5,3,No,7,1,31,1,15
153,F,35,Soltero,Ingeniero de informacion,Institucion publica,Iphone 5S,5,3,No,50,7,1,0,15
176,M,30,Casado,Servidor publico,Selfemployed ,Samsung Note 4,5,7,Si,1,30,1,0,31
2,F,30,Casado,AlumNo,Sector privado,Iphone ,10,3,No,1,0,1,0,0
205,F,45,Casado,,Selfemployed ,Iphone ,5,6,No,0,1,1,0,35
206,M,50,Casado,,Institucion publica,LG,15,6,Si,0,30,15,0,0
226,M,24,Soltero,Desempleados,Institucion publica,Iphone ,15,3,Si,30,30,0,15,0
